,,,,,,,,,,,,,,,,,,,,,
"□ 조립 리드타임 실적 집계 (HN5010 이후, 16년 5월 이후)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,기본정보,,,,,,,,,기타 정보,,,,계획,실적,,,,,,
,팀,세부공정,선종,프로젝트,블럭,Ass'y,PCG,PCG명,업체명,Weight,길이(L),폭(B),높이(H),계획L/T,착수,완료,실적L/T,,,,
,조립1팀,중조립,113K COT,HN5013,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8,2016/8/24,2016/9/5,9 ,,,,
,조립1팀,중조립,113K COT,HN5013,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/8/25,2016/9/5,8 ,,,,
,조립1팀,중조립,113K COT,HN5013,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/8/25,2016/9/5,8 ,,,,
,조립1팀,중조립,113K COT,HN5013,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11,2016/8/22,2016/9/9,15 ,,,,
,조립1팀,중조립,113K COT,HN5013,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/8/27,2016/9/21,15 ,,,,
,조립1팀,중조립,113K COT,HN5013,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/8/27,2016/9/21,15 ,,,,
,조립1팀,중조립,113K COT,HN5013,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/8/31,2016/9/21,13 ,,,,
,조립1팀,중조립,113K COT,HN5013,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/8/31,2016/9/21,13 ,,,,
,조립1팀,중조립,113K COT,HN5013,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10,2016/8/19,2016/9/1,10 ,,,,
,조립1팀,중조립,113K COT,HN5013,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10,2016/9/7,2016/9/23,10 ,,,,
,조립1팀,중조립,113K COT,HN5013,F31P,SS1,FL1,FORE BODY (L-TYPE),(유)한울기업,, 17.5, 6.4, 3.2,10,2016/8/18,2016/9/21,22 ,,,,
,조립1팀,중조립,113K COT,HN5013,F31S,SS1,FL1,FORE BODY (L-TYPE),(유)한울기업,, 17.5, 6.4, 3.2,10,2016/8/18,2016/9/21,22 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41P,TB102,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/9/2,2016/9/8,5 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41P,TB98,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/9/2,2016/9/8,5 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/8/26,2016/9/12,12 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/8/25,2016/9/12,13 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41S,TB102,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/9/2,2016/9/9,6 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41S,TB98,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/9/2,2016/9/9,6 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/8/29,2016/9/19,13 ,,,,
,조립1팀,중조립,113K COT,HN5013,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/8/26,2016/9/19,14 ,,,,
,조립1팀,중조립,113K COT,HN5013,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/8/26,2016/9/8,10 ,,,,
,조립1팀,중조립,113K COT,HN5013,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/8/27,2016/9/9,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11,2016/9/9,2016/9/29,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11,2016/9/12,2016/9/30,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/8/18,2016/9/2,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/8/19,2016/9/5,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B52P,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12,2016/9/1,2016/9/21,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B52P,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12,2016/9/2,2016/9/22,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12,2016/9/5,2016/9/21,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,B52S,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12,2016/9/6,2016/9/23,11 ,,,,
,조립1팀,중조립,113K COT,HN5014,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/9/2,2016/9/19,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/9/2,2016/9/19,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/9/20,2016/9/28,7 ,,,,
,조립1팀,중조립,113K COT,HN5014,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/9/20,2016/9/28,7 ,,,,
,조립1팀,중조립,113K COT,HN5014,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/8/31,2016/9/8,7 ,,,,
,조립1팀,중조립,113K COT,HN5014,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10,2016/9/10,2016/9/28,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/8/31,2016/9/7,6 ,,,,
,조립1팀,중조립,113K COT,HN5014,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10,2016/9/7,2016/9/26,11 ,,,,
,조립1팀,중조립,113K COT,HN5014,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14,2016/9/6,2016/9/23,11 ,,,,
,조립1팀,중조립,113K COT,HN5014,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14,2016/9/8,2016/9/27,11 ,,,,
,조립1팀,중조립,113K COT,HN5014,E42P,LB7,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 5.6, 4.9, 4.2,6,2016/9/19,2016/9/24,6 ,,,,
,조립1팀,중조립,113K COT,HN5014,S11P,LB1,CS2,S/SHELL (CURVE),(유)한울기업,, 19.5, 12.2, 2.6,9,2016/8/23,2016/9/19,17 ,,,,
,조립1팀,중조립,113K COT,HN5014,S11S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9,2016/8/30,2016/9/19,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,E12C,TT3,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,14,2016/9/21,2016/9/26,4 ,,,,
,조립1팀,중조립,113K COT,HN5014,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11,2016/9/13,2016/10/3,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/10/4,2016/10/17,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/10/4,2016/10/17,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8,2016/10/10,2016/10/20,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11,2016/10/3,2016/10/21,14 ,,,,
,조립1팀,중조립,113K COT,HN5014,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/10/7,2016/10/24,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/10/7,2016/10/25,13 ,,,,
,조립1팀,중조립,113K COT,HN5014,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/10/8,2016/10/27,14 ,,,,
,조립1팀,중조립,113K COT,HN5014,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/10/8,2016/10/27,14 ,,,,
,조립1팀,중조립,113K COT,HN5014,E11C,TT1,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,13,2016/9/10,2016/10/5,14 ,,,,
,조립1팀,중조립,113K COT,HN5014,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10,2016/9/22,2016/10/6,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10,2016/9/23,2016/10/6,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10,2016/9/21,2016/10/7,12 ,,,,
,조립1팀,중조립,113K COT,HN5014,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10,2016/9/20,2016/10/4,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10,2016/9/23,2016/10/10,11 ,,,,
,조립1팀,중조립,113K COT,HN5014,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10,2016/9/20,2016/10/4,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.9, 4.7, 2.3,8,2016/9/28,2016/10/11,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.8, 4.7, 2.3,8,2016/9/24,2016/10/10,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10,2016/9/28,2016/10/11,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10,2016/9/24,2016/10/10,10 ,,,,
,조립1팀,중조립,113K COT,HN5014,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10,2016/10/13,2016/10/31,13 ,,,,
,조립1팀,중조립,113K COT,HN5014,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)한울기업,, 0.0, 0.0, 0.0,10,2016/10/3,2016/10/25,16 ,,,,
,조립1팀,중조립,113K COT,HN5014,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)한울기업,, 0.0, 0.0, 0.0,10,2016/10/3,2016/10/25,16 ,,,,
,조립1팀,중조립,113K COT,HN5014,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/10/6,2016/10/18,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/10/4,2016/10/27,18 ,,,,
,조립1팀,중조립,113K COT,HN5014,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/10/7,2016/10/19,9 ,,,,
,조립1팀,중조립,113K COT,HN5014,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/10/11,2016/10/27,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/9/28,2016/10/13,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12,2016/9/28,2016/10/13,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/9/29,2016/10/14,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B51S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12,2016/9/29,2016/10/14,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/9/23,2016/10/5,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/9/23,2016/10/5,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/10/13,2016/10/20,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/10/13,2016/10/20,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,E11C,TT1,EB1,E/R D/BOTTOM,(유)한울기업,, 0.0, 0.0, 0.0,13,2016/10/7,2016/10/25,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/9/29,2016/10/11,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/10/12,2016/10/24,9 ,,,,
,조립1팀,중조립,114K PC,HN5015,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/10/12,2016/10/21,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,S11P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9,2016/10/11,2016/10/26,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,S11S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9,2016/10/14,2016/10/26,9 ,,,,
,조립1팀,중조립,114K PC,HN5015,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11,2016/10/19,2016/11/4,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11,2016/10/17,2016/11/3,14 ,,,,
,조립1팀,중조립,114K PC,HN5015,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11,2016/10/24,2016/11/8,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/10/31,2016/11/15,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/10/31,2016/11/15,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8,2016/11/8,2016/11/17,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11,2016/11/9,2016/11/23,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B52P,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12,2016/10/21,2016/11/1,8 ,,,,
,조립1팀,중조립,114K PC,HN5015,B52P,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12,2016/10/19,2016/11/2,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B52S,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12,2016/10/21,2016/11/3,10 ,,,,
,조립1팀,중조립,114K PC,HN5015,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12,2016/10/20,2016/11/3,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/11/15,2016/11/29,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/11/15,2016/11/29,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/11/18,2016/11/28,7 ,,,,
,조립1팀,중조립,114K PC,HN5015,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12,2016/11/18,2016/11/28,7 ,,,,
,조립1팀,중조립,114K PC,HN5015,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10,2016/10/19,2016/11/2,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10,2016/10/19,2016/11/2,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10,2016/10/21,2016/11/8,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10,2016/10/21,2016/11/4,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14,2016/10/24,2016/11/9,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14,2016/10/29,2016/11/15,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10,2016/10/27,2016/11/15,14 ,,,,
,조립1팀,중조립,114K PC,HN5015,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10,2016/10/24,2016/11/14,16 ,,,,
,조립1팀,중조립,114K PC,HN5015,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10,2016/11/4,2016/11/21,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10,2016/10/25,2016/11/14,15 ,,,,
,조립1팀,중조립,114K PC,HN5015,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.9, 4.7, 2.3,8,2016/10/29,2016/11/16,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 16.3, 4.8, 2.8,8,2016/11/14,2016/11/21,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.8, 4.7, 2.3,8,2016/11/8,2016/11/22,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10,2016/10/31,2016/11/16,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10,2016/11/9,2016/11/23,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10,2016/11/17,2016/11/25,7 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41P,TB102,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/11/23,2016/11/30,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41P,TB98,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/11/23,2016/11/30,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41S,TB102,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/11/23,2016/11/30,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41S,TB98,FL2,FORE BODY B/MOUTH,(유)희성기업(1공장),, 0.0, 0.0, 0.0,6,2016/11/23,2016/11/30,6 ,,,,
,조립1팀,중조립,114K PC,HN5016,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/11/16,2016/11/30,11 ,,,,
,조립1팀,중조립,114K PC,HN5016,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/10/29,2016/11/14,11 ,,,,
,조립1팀,중조립,114K PC,HN5016,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9,2016/10/29,2016/11/14,11 ,,,,
,조립1팀,중조립,114K PC,HN5016,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/11/17,2016/11/24,6 ,,,,
,조립1팀,중조립,114K PC,HN5016,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7,2016/11/17,2016/11/24,6 ,,,,
,조립1팀,중조립,114K PC,HN5016,E11C,TT1,EB1,E/R D/BOTTOM,(유)한울기업-1,, 0.0, 0.0, 0.0,13,2016/11/12,2016/11/24,9 ,,,,
,조립1팀,중조립,114K PC,HN5016,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/11/8,2016/11/18,9 ,,,,
,조립1팀,중조립,114K PC,HN5016,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/11/22,2016/11/28,5 ,,,,
,조립1팀,중조립,114K PC,HN5016,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6,2016/11/21,2016/11/28,6 ,,,,
,조립1팀,중조립,114K PC,HN5015,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)한울기업,, 2.6, 11.5, 4.7,5,2016/12/13,2016/12/16,4 ,,,,
,조립1팀,중조립,114K PC,HN5015,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)한울기업,, 2.6, 11.5, 4.7,5,2016/12/13,2016/12/16,4 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/11/22,2016/12/6,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/11/22,2016/12/7,12 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/11/24,2016/12/8,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10,2016/11/24,2016/12/8,11 ,,,,
,조립1팀,중조립,114K PC,HN5015,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/12/8,2016/12/25,13 ,,,,
,조립1팀,중조립,114K PC,HN5015,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8,2016/12/9,2016/12/23,11 ,,,,
,조립1팀,중조립,114K PC,HN5016,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11,2016/12/8,2016/12/29,16 ,,,,
,조립1팀,중조립,114K PC,HN5016,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11,2016/12/5,2016/12/16,10 ,,,,
,조립1팀,중조립,114K PC,HN5016,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8,2016/12/21,2016/12/30,8 ,,,,
,조립1팀,중조립,114K PC,HN5016,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/12/20,2016/12/30,9 ,,,,
,조립1팀,중조립,114K PC,HN5016,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15,2016/12/20,2016/12/30,9 ,,,,
,조립1팀,중조립,114K PC,HN5016,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12,2016/11/16,2016/12/1,12 ,,,,
,조립1팀,중조립,114K PC,HN5016,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12,2016/11/22,2016/12/6,11 ,,,,
,조립1팀,중조립,114K PC,HN5016,B51S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12,2016/11/22,2016/12/6,11 ,,,,
