,,,,,,,,,,,,,,,,,,,,,
"□ 조립 리드타임 실적 집계 (HN5010 이후, 16년 5월 이후)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,기본정보,,,,,,,,,기타 정보,,,,계획,실적,,,,,,
,팀,세부공정,선종,프로젝트,블럭,Ass'y,PCG,PCG명,업체명,Weight,길이(L),폭(B),높이(H),계획L/T,착수,완료,실적L/T,,,,
,조립2팀,대조립,115K PC,HN5018,S16P,,CS1,S/SHELL (FLAT),(유)신성기업,235.1 ,18.0 ,21.0 ,7.0 ,8 ,2017/9/25,2017/10/16,10 ,,,,
,조립2팀,대조립,115K PC,HN5018,S16S,,CS1,S/SHELL (FLAT),(유)세진에스엔피,235.1 ,18.0 ,21.0 ,7.0 ,8 ,2017/9/27,2017/10/18,10 ,,,,
,조립2팀,대조립,115K PC,HN5018,S17P,,CS1,S/SHELL (FLAT),(유)세진에스엔피,312.8 ,22.0 ,21.0 ,8.0 ,8 ,2017/9/29,2017/10/20,10 ,,,,
,조립2팀,대조립,115K PC,HN5018,S17S,,CS1,S/SHELL (FLAT),(유)신성기업,312.4 ,22.0 ,21.0 ,8.0 ,8 ,2017/10/11,2017/10/23,9 ,,,,
,조립2팀,대조립,115K PC,HN5018,T14S,,CT1,W.TIGHT BHD,(유)신성기업,53.1 ,15.0 ,12.0 ,7.0 ,7 ,2017/9/26,2017/10/12,7 ,,,,
,조립2팀,대조립,115K PC,HN5018,T17P,,CT1,W.TIGHT BHD,(유)신성기업,67.7 ,15.0 ,14.0 ,7.0 ,7 ,2017/9/26,2017/10/12,7 ,,,,
,조립2팀,대조립,115K PC,HN5018,T17S,,CT1,W.TIGHT BHD,(유)신성기업,53.3 ,15.0 ,12.0 ,7.0 ,8 ,2017/10/13,2017/10/23,7 ,,,,
,조립2팀,대조립,115K PC,HN5028,D18P,,CD1,M/DECK,(유)신성기업,106.6 ,20.0 ,19.0 ,5.0 ,7 ,2017/9/27,2017/10/13,7 ,,,,
,조립2팀,대조립,115K PC,HN5028,D18S,,CD11,M/DECK(LB0A 포함),(유)세진에스엔피,124.8 ,20.0 ,19.0 ,5.0 ,7 ,2017/9/25,2017/10/13,9 ,,,,
,조립2팀,대조립,115K PC,HN5028,D19P,,CD1,M/DECK,(유)신성기업,61.9 ,18.0 ,18.0 ,4.0 ,7 ,2017/10/12,2017/10/20,7 ,,,,
,조립2팀,대조립,115K PC,HN5028,D19S,,CD11,M/DECK(LB0A 포함),(유)신성기업,81.3 ,18.0 ,18.0 ,5.0 ,7 ,2017/9/28,2017/10/17,8 ,,,,
,조립2팀,대조립,115K PC,HN5028,F32C,,FB2,BULBOUS BOW,(유)유로이엔지,42.7 ,12.0 ,8.0 ,3.0 ,21 ,2017/9/12,2017/10/18,21 ,,,,
,조립2팀,대조립,115K PC,HN5028,T18P,,CT1,W.TIGHT BHD,(유)신성기업,66.6 ,15.0 ,14.0 ,7.0 ,7 ,2017/10/10,2017/10/18,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/10/31,2017/11/17,14 ,,,,
,조립1팀,중조립,115K COT,HN5031,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/10/31,2017/11/20,15 ,,,,
,조립1팀,중조립,115K COT,HN5031,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8 ,2017/10/31,2017/11/10,9 ,,,,
,조립1팀,중조립,115K COT,HN5031,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/11/1,2017/11/13,9 ,,,,
,조립1팀,중조립,115K COT,HN5031,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/11/1,2017/11/13,9 ,,,,
,조립1팀,중조립,115K COT,HN5031,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11 ,2017/10/28,2017/11/14,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,B52P,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/10/16,2017/11/1,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,B52P,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/10/17,2017/11/1,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,B52S,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/10/23,2017/11/8,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/10/23,2017/11/8,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/11/11,2017/11/27,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/11/10,2017/11/27,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/11/9,2017/11/24,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/11/7,2017/11/24,14 ,,,,
,조립1팀,중조립,115K COT,HN5031,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2017/10/25,2017/11/9,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2017/10/25,2017/11/9,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/10/16,2017/11/6,16 ,,,,
,조립1팀,중조립,115K COT,HN5031,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/10/18,2017/11/1,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/10/17,2017/11/2,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10 ,2017/10/19,2017/11/6,13 ,,,,
,조립1팀,중조립,115K COT,HN5031,E52S,LB17,EL1,E/ROOM (L-TYPE),조립1팀,, 4.9, 4.8, 1.8,8 ,2017/10/27,2017/11/2,5 ,,,,
,조립1팀,중조립,115K COT,HN5031,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10 ,2017/10/21,2017/11/6,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,E91C,TB55B,ED3,E/ROOM BHD,(유)예솔기업,, 18.6, 14.1, 1.6,10 ,2017/11/20,2017/11/30,9 ,,,,
,조립1팀,중조립,115K COT,HN5031,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/11/21,2017/11/29,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/11/21,2017/11/29,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F31P,TB98,FL1,FORE BODY (L-TYPE),조립1팀,, 6.3, 11.2, 2.0,6 ,2017/11/14,2017/11/21,6 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41P,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/11/9,2017/11/17,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41P,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/11/9,2017/11/17,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/11/6,2017/11/21,12 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/11/8,2017/11/22,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41S,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/11/13,2017/11/21,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41S,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/11/13,2017/11/21,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/11/4,2017/11/23,14 ,,,,
,조립1팀,중조립,115K COT,HN5031,F41S,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/11/6,2017/11/23,14 ,,,,
,조립1팀,중조립,115K COT,HN5031,S18P,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/10/25,2017/11/2,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,S18P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/10/24,2017/11/6,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,S18S,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/10/25,2017/11/2,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,S18S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/10/24,2017/11/6,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,S19P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/11/7,2017/11/20,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/11/7,2017/11/20,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,S19S,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/10/30,2017/11/13,11 ,,,,
,조립1팀,중조립,115K COT,HN5031,S19S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/10/31,2017/11/14,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,A21P,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 6.8, 13.7, 1.0,5 ,2017/11/10,2017/11/20,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,A21S,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 7.0, 13.9, 1.3,5 ,2017/11/13,2017/11/21,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11 ,2017/11/15,2017/11/24,8 ,,,,
,조립1팀,중조립,115K COT,HN5032,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2017/10/27,2017/11/15,14 ,,,,
,조립1팀,중조립,115K COT,HN5032,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2017/10/28,2017/11/15,13 ,,,,
,조립1팀,중조립,115K COT,HN5032,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2017/11/2,2017/11/16,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,B51S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2017/10/31,2017/11/16,13 ,,,,
,조립1팀,중조립,115K COT,HN5032,B52P,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/11/11,2017/11/23,9 ,,,,
,조립1팀,중조립,115K COT,HN5032,B52P,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/11/10,2017/11/24,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/10/23,2017/11/6,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/10/23,2017/11/6,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/11/3,2017/11/13,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/11/3,2017/11/13,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,E11C,TT1,EB1,E/R D/BOTTOM,(유)동성산업,, 0.0, 0.0, 0.0,13 ,2017/11/6,2017/11/16,9 ,,,,
,조립1팀,중조립,115K COT,HN5032,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/10/28,2017/11/10,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/11/7,2017/11/14,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E31P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/11/16,2017/11/30,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/11/11,2017/11/16,4 ,,,,
,조립1팀,중조립,115K COT,HN5032,E31S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 20.3, 5.5, 0.0,10 ,2017/11/15,2017/11/28,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,E41S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/11/1,2017/11/16,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/10/30,2017/11/15,13 ,,,,
,조립1팀,중조립,115K COT,HN5032,S11P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2017/11/9,2017/11/22,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,S11S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 19.5, 12.2, 2.6,9 ,2017/11/13,2017/11/24,10 ,,,,
,조립1팀,중조립,115K PC,HN5029,A21P,TB14,AL4,AFT. DECK (R/HORN SIDE BLK),조립1팀,, 6.8, 13.7, 1.0,5 ,2017/12/20,2017/12/29,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,A22C,ET1A,AL3,RUDDER HORN,(유)예솔기업,, 8.3, 4.3, 3.6,11 ,2017/12/14,2017/12/26,8 ,,,,
,조립1팀,중조립,115K PC,HN5029,B51P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2017/12/7,2017/12/22,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,B51P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2017/12/8,2017/12/22,11 ,,,,
,조립1팀,중조립,115K PC,HN5029,B51S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 8.6, 3.9,12 ,2017/12/9,2017/12/27,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,B51S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 20.4, 12.0, 3.9,12 ,2017/12/12,2017/12/28,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,E11C,TT1,EB1,E/R D/BOTTOM,(유)동성산업,, 0.0, 0.0, 0.0,13 ,2017/12/12,2017/12/28,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,E11C,BS2B,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/12/1,2017/12/11,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E11C,BS2N,EB1,E/R D/BOTTOM,(유)예솔기업,, 9.8, 5.8, 0.0,9 ,2017/12/1,2017/12/11,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E11C,SS2A,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/12/7,2017/12/14,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,E11C,SS2M,EB1,E/R D/BOTTOM,(유)예솔기업,, 4.1, 2.8, 0.0,7 ,2017/12/7,2017/12/14,6 ,,,,
,조립1팀,중조립,115K PC,HN5029,E12C,GR2,EB1,E/R D/BOTTOM,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/11/29,2017/12/14,12 ,,,,
,조립1팀,중조립,115K PC,HN5029,E31P,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/12/7,2017/12/15,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E31S,LB15,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 4.8, 12.1, 6.3,6 ,2017/12/7,2017/12/15,7 ,,,,
,조립1팀,중조립,115K PC,HN5029,E42S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/12/15,2017/12/29,10 ,,,,
,조립1팀,중조립,115K COT,HN5031,A31P,TB06,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/5,2017/12/8,4 ,,,,
,조립1팀,중조립,115K COT,HN5031,A31P,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/1,2017/12/11,7 ,,,,
,조립1팀,중조립,115K COT,HN5031,A31S,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/4,2017/12/11,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,A21P,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/11/20,2017/12/6,13 ,,,,
,조립1팀,중조립,115K COT,HN5032,A21S,SS1,AL4,AFT. DECK (R/HORN SIDE BLK),(유)예솔기업,, 7.7, 15.4, 7.6,11 ,2017/11/22,2017/12/7,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,A22C,SS4A,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/11/25,2017/12/8,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,A22C,SS4M,AL3,RUDDER HORN,(유)예솔기업,, 9.2, 8.4, 4.3,15 ,2017/11/25,2017/12/8,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,A22C,ET2,AL3,RUDDER HORN,(유)예솔기업,, 0.0, 0.0, 0.0,8 ,2017/12/2,2017/12/12,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,A22C,ET1,AL3,RUDDER HORN,(유)예솔기업,, 7.6, 5.5, 7.0,11 ,2017/11/25,2017/12/12,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,A31P,TB06,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/26,2017/12/29,4 ,,,,
,조립1팀,중조립,115K COT,HN5032,A31P,TB14,AL1,AFT. BODY (L-TYPE),조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/21,2017/12/29,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,B52S,HP1,CS4,HOPPER (CURVE),(유)예솔기업,, 14.1, 10.1, 3.9,12 ,2017/11/17,2017/12/1,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,B52S,HP2,CS4,HOPPER (CURVE),(유)예솔기업,, 7.1, 5.4, 3.4,12 ,2017/11/17,2017/12/1,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,B58P,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/12/12,2017/12/28,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,B58P,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/12/13,2017/12/28,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,B58S,SS1,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/12/2,2017/12/18,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,B58S,SS2,CS4,HOPPER (CURVE),(유)예솔기업,, 0.0, 0.0, 0.0,12 ,2017/12/4,2017/12/18,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E21P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2017/11/25,2017/12/8,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,E21S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 10.6, 7.7, 5.9,10 ,2017/11/25,2017/12/7,9 ,,,,
,조립1팀,중조립,115K COT,HN5032,E32P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/11/19,2017/12/4,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E32S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 0.0, 0.0, 0.0,14 ,2017/11/21,2017/12/5,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E41P,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 12.3, 5.0, 5.5,6 ,2017/11/28,2017/12/5,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E41P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.4, 5.8, 0.0,10 ,2017/11/21,2017/12/5,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,E41P,TB50,EL1,E/ROOM (L-TYPE),조립1팀,, 5.0, 14.3, 2.4,6 ,2017/11/29,2017/12/6,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E41S,LB15,EL1,E/ROOM (L-TYPE),조립1팀,, 16.3, 5.0, 5.0,6 ,2017/11/24,2017/12/4,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,E42P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 18.1, 7.5, 0.0,10 ,2017/11/23,2017/12/11,13 ,,,,
,조립1팀,중조립,115K COT,HN5032,E51P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.9, 4.7, 2.3,8 ,2017/11/27,2017/12/12,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,E51S,TB50,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 16.3, 4.8, 2.8,8 ,2017/11/28,2017/12/5,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E51S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.8, 4.7, 2.3,8 ,2017/11/27,2017/12/12,12 ,,,,
,조립1팀,중조립,115K COT,HN5032,E52P,DK2,EL1,E/ROOM (L-TYPE),조립1팀,, 15.2, 7.2, 2.4,10 ,2017/12/1,2017/12/11,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,E52P,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.2, 5.0, 5.9,10 ,2017/11/29,2017/12/12,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,E52S,LB17,EL1,E/ROOM (L-TYPE),조립1팀,, 4.9, 4.8, 1.8,8 ,2017/12/1,2017/12/8,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,E52S,SS1,EL1,E/ROOM (L-TYPE),(유)예솔기업,, 17.0, 5.0, 2.3,10 ,2017/11/29,2017/12/13,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,F11C,TB98B,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/12/22,2017/12/29,5 ,,,,
,조립1팀,중조립,115K COT,HN5032,F11C,TB98N,FB1,FORE BODY BOTTOM,(유)동성산업,, 2.6, 11.5, 4.7,8 ,2017/12/22,2017/12/29,5 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41P,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/12/11,2017/12/22,10 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41P,SS2,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/12/11,2017/12/26,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41P,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/11,2017/12/18,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41P,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/11,2017/12/18,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41S,TB102,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/19,2017/12/27,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41S,TB98,FL2,FORE BODY B/MOUTH,조립1팀,, 0.0, 0.0, 0.0,6 ,2017/12/19,2017/12/27,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,F41S,SS1,FL2,FORE BODY B/MOUTH,(유)예솔기업,, 0.0, 0.0, 0.0,10 ,2017/12/14,2017/12/29,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,S18P,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/12/12,2017/12/19,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,S18P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/12/6,2017/12/15,8 ,,,,
,조립1팀,중조립,115K COT,HN5032,S18S,TB91,CS2,S/SHELL (CURVE),조립1팀,, 5.2, 11.7, 6.6,7 ,2017/12/1,2017/12/8,6 ,,,,
,조립1팀,중조립,115K COT,HN5032,S18S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/12/1,2017/12/11,7 ,,,,
,조립1팀,중조립,115K COT,HN5032,S19P,LB2,CS2,S/SHELL (CURVE),(유)예솔기업,, 14.2, 15.8, 3.6,8 ,2017/12/12,2017/12/22,9 ,,,,
,조립1팀,중조립,115K COT,HN5032,S19P,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/12/13,2017/12/28,11 ,,,,
,조립1팀,중조립,115K COT,HN5032,S19S,LB1,CS2,S/SHELL (CURVE),(유)예솔기업,, 5.6, 15.8, 2.5,8 ,2017/12/5,2017/12/14,8 ,,,,
